Oct 21, 2018 14:55:33.904320643 MST,
Oct 21, 2018 14:55:36.613678195 MST,
Oct 21, 2018 14:55:36.613744086 MST,
Oct 21, 2018 14:55:36.750410301 MST,
Oct 21, 2018 14:55:36.789810314 MST,37
Oct 21, 2018 14:55:36.789961246 MST,
Oct 21, 2018 14:55:36.790026297 MST,1
Oct 21, 2018 14:55:36.794481554 MST,
Oct 21, 2018 14:55:36.794484721 MST,4
Oct 21, 2018 14:55:36.836075186 MST,
Oct 21, 2018 14:55:36.839392454 MST,82
Oct 21, 2018 14:55:36.839405719 MST,
Oct 21, 2018 14:55:36.839586703 MST,1
Oct 21, 2018 14:55:36.883190353 MST,
Oct 21, 2018 14:55:36.889123420 MST,
Oct 21, 2018 14:55:36.889180213 MST,
Oct 21, 2018 14:55:36.959073717 MST,
Oct 21, 2018 14:55:36.959243293 MST,37
Oct 21, 2018 14:55:36.959262561 MST,
Oct 21, 2018 14:55:36.980555279 MST,1
Oct 21, 2018 14:55:36.983879182 MST,
Oct 21, 2018 14:55:36.983939160 MST,1
Oct 21, 2018 14:55:36.986362718 MST,
Oct 21, 2018 14:55:36.986367106 MST,2896
Oct 21, 2018 14:55:36.986423041 MST,
Oct 21, 2018 14:55:36.991245403 MST,2896
Oct 21, 2018 14:55:36.991265592 MST,
Oct 21, 2018 14:55:36.996146866 MST,2896
Oct 21, 2018 14:55:36.996191455 MST,
Oct 21, 2018 14:55:37.000966164 MST,2896
Oct 21, 2018 14:55:37.001009663 MST,
Oct 21, 2018 14:55:37.005781150 MST,1448
Oct 21, 2018 14:55:37.005820518 MST,
Oct 21, 2018 14:55:37.006984515 MST,2896
Oct 21, 2018 14:55:37.006996838 MST,
Oct 21, 2018 14:55:37.011879468 MST,2896
Oct 21, 2018 14:55:37.011938146 MST,
Oct 21, 2018 14:55:37.016715514 MST,2896
Oct 21, 2018 14:55:37.016766563 MST,
Oct 21, 2018 14:55:37.021555930 MST,2896
Oct 21, 2018 14:55:37.021595675 MST,
Oct 21, 2018 14:55:37.026418004 MST,1448
Oct 21, 2018 14:55:37.026465355 MST,
Oct 21, 2018 14:55:37.030006896 MST,2896
Oct 21, 2018 14:55:37.030042298 MST,
Oct 21, 2018 14:55:37.034886609 MST,2896
Oct 21, 2018 14:55:37.034902769 MST,
Oct 21, 2018 14:55:37.039707284 MST,2896
Oct 21, 2018 14:55:37.039722842 MST,
Oct 21, 2018 14:55:37.043308658 MST,2896
Oct 21, 2018 14:55:37.043325636 MST,
Oct 21, 2018 14:55:37.048200118 MST,2896
Oct 21, 2018 14:55:37.048238867 MST,
Oct 21, 2018 14:55:37.053012541 MST,
Oct 21, 2018 14:55:37.053073060 MST,2896
Oct 21, 2018 14:55:37.053084164 MST,
Oct 21, 2018 14:55:37.057954051 MST,2896
Oct 21, 2018 14:55:37.058008923 MST,
Oct 21, 2018 14:55:37.062784426 MST,1448
Oct 21, 2018 14:55:37.062816542 MST,
Oct 21, 2018 14:55:37.064009196 MST,2896
Oct 21, 2018 14:55:37.064071033 MST,
Oct 21, 2018 14:55:37.068833886 MST,2896
Oct 21, 2018 14:55:37.068869019 MST,
Oct 21, 2018 14:55:37.073659612 MST,1448
Oct 21, 2018 14:55:37.073698688 MST,
Oct 21, 2018 14:55:37.074863353 MST,2896
Oct 21, 2018 14:55:37.074876533 MST,
Oct 21, 2018 14:55:37.079785607 MST,2896
Oct 21, 2018 14:55:37.079814972 MST,
Oct 21, 2018 14:55:37.084587611 MST,2896
Oct 21, 2018 14:55:37.084639873 MST,
Oct 21, 2018 14:55:37.087023112 MST,2896
Oct 21, 2018 14:55:37.087060907 MST,
Oct 21, 2018 14:55:37.091870498 MST,2896
Oct 21, 2018 14:55:37.091888666 MST,
Oct 21, 2018 14:55:37.096696799 MST,2896
Oct 21, 2018 14:55:37.096726738 MST,
Oct 21, 2018 14:55:37.104013318 MST,2896
Oct 21, 2018 14:55:37.104046914 MST,
Oct 21, 2018 14:55:37.108799646 MST,1448
Oct 21, 2018 14:55:37.108814816 MST,
Oct 21, 2018 14:55:37.110025928 MST,2896
Oct 21, 2018 14:55:37.110055519 MST,
Oct 21, 2018 14:55:37.114893353 MST,2896
Oct 21, 2018 14:55:37.114946523 MST,
Oct 21, 2018 14:55:37.119725593 MST,2896
Oct 21, 2018 14:55:37.119740222 MST,
Oct 21, 2018 14:55:37.122111983 MST,2896
Oct 21, 2018 14:55:37.122126026 MST,
Oct 21, 2018 14:55:37.127006045 MST,2896
Oct 21, 2018 14:55:37.127045204 MST,
Oct 21, 2018 14:55:37.131831145 MST,1448
